"index","trans_date_trans_time","merchant","category","amt","city","state","lat","long","city_pop","job","dob","trans_num","merch_lat","merch_long","is_fraud"
"222","2019-03-14T03:47:00.000","Stroman, Hudson and Erdman","gas_transport","10.46","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","a808831b2b170f0b1c331403573c4fea","33.965647","-111.677125","1"
"223","2019-03-14T14:59:27.000","Kiehn-Emmerich","grocery_pos","305.28","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","4fe2dfe99fcd4826bd9e5e714a2fb7b2","32.540641","-112.713779","1"
"224","2019-03-14T22:38:29.000","Mohr-Baye","shopping_net","902.9","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","0ba81adbb9e6eb9aa642df269f29a4c6","33.761519","-111.078275","1"
"225","2019-03-14T22:43:46.000","Kassulke PLC","shopping_net","951.95","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","e81747409fb7b5e738c457e2654d3d5f","33.983716","-112.23348","1"
"226","2019-03-14T23:20:44.000","Hamill-Daugherty","misc_net","833.02","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","380d20176a5c7394b925410bd8cd3f08","33.641108","-111.547395","1"
"227","2019-03-14T23:54:18.000","Kunze Inc","grocery_pos","315.44","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","00504c7cdd153f08bd1f0ba7432a3972","33.805759","-112.218332","1"
"228","2019-03-15T01:07:29.000","Bailey-Mo","grocery_pos","355.37","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","1b019527467b76c3a24f21bbe6171cdb","33.579355","-111.88588","1"
"229","2019-03-15T01:16:22.000","Cole PLC","grocery_pos","358.01","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","30e4bbf95dd0e988f6e446cb68e06826","38.028555","-121.606588","1"
"230","2019-03-15T01:32:37.000","Nitzsche, Kessler and Wol","shopping_pos","858.92","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","205b919cf2d00022670b9db57e57ae9b","36.806604","-121.821534","1"
"231","2019-03-15T03:01:59.000","Gislason Group","misc_pos","9","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","e3d2742823755eb119e5e64d96254c29","36.889644","-121.648145","1"
"232","2019-03-15T10:14:04.000","McGlynn-Jaskolski","misc_pos","7.19","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","66bd6f3354d2ea9ad134c93b87cd5606","37.229158","-122.294453","1"
"233","2019-03-15T16:22:54.000","Kuhic Inc","grocery_pos","311.53","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","f9140f2f1900ca7e35b604bba8a3d63b","41.268673","-110.092197","1"
"234","2019-03-15T22:08:44.000","Mosciski, Ziemann and Farrell","shopping_net","956.38","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","7fd052ffac9dd3f03631b11bae82f87d","41.224937","-109.321399","1"
"235","2019-03-15T22:30:57.000","Hills-Witting","shopping_net","934.88","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","6500efcd8f3c05dd38c0242a76f394d0","41.246515","-110.452673","1"
"236","2019-03-15T22:35:20.000","Baumbach, Feeney and Mo","shopping_net","951.58","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","dc835c8a926bb813110881ced7cb9f61","40.057229","-109.76986","1"
"237","2019-03-15T22:44:00.000","Doyle Lt","grocery_pos","310.03","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","08ff96a304f37d9235317bd3bba6e635","41.283249","-110.290484","1"
"238","2019-03-15T22:47:33.000","Kozey-Boehm","shopping_net","927.82","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","7739edeab49738903cc0153c328d54c5","40.523849","-110.92838","1"
"239","2019-03-15T22:52:43.000","Terry-Huel","shopping_net","870.91","Mesa","AZ","33.4317","-111.8469","478404","Landscape architect","1940-11-08T00:00:00.000","4402be875f7c72a21f9e1b36143d40a7","32.775339","-110.871124","1"
"240","2019-03-15T22:54:03.000","Leffler-Goldne","personal_care","17.81","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","25e7ff63a957603100b07828de0dbedb","36.968567","-122.762153","1"
"241","2019-03-15T23:02:40.000","Heathcote LLC","shopping_net","1016.82","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","e94f1b0d94e770c4bd650f46113fa928","41.721338","-109.350232","1"
"242","2019-03-15T23:48:31.000","Fisher Inc","shopping_net","973.5","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","3edc09c735c8e390c1b264df9ff469fc","40.698682","-110.489824","1"
"243","2019-03-15T23:55:16.000","O'Connell-Ullrich","home","272.25","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","91ada6d0387dfc2b8a2a764b3782447f","38.05109","-123.033888","1"
"244","2019-03-16T00:04:19.000","Stark-Batz","entertainment","463.74","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","1608fb7fcf782fe6420dba21b5768a3f","38.408105","-122.911673","1"
"245","2019-03-16T00:15:08.000","Medhurst PLC","shopping_net","898.86","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","af3fb1146142638e17955fbb920f9ba8","38.482353","-122.684603","1"
"246","2019-03-16T00:40:13.000","Rempel Inc","shopping_net","1086.61","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","5ead8f1c23eb4a41185d0b0f90a41a5e","38.009217","-122.483321","1"
"247","2019-03-16T00:45:40.000","Ledner-Pfannerstill","gas_transport","7.52","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","251d78b718f0e5bada2ec1cfb408a5be","41.573646","-110.021844","1"
"248","2019-03-16T01:01:44.000","Baumbach, Hodkiewicz and Walsh","shopping_pos","797.81","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","cbf814ad50bbe6152185cda765c65d45","37.862909","-123.102163","1"
"249","2019-03-16T01:24:20.000","Cole PLC","grocery_pos","278.4","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","24eaf904103644fc9127c9e4dbaf4739","41.424347","-109.350023","1"
"250","2019-03-16T01:27:07.000","Klein Group","entertainment","513.6","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","52b8daa4568c5b1a008531e85ce136c3","37.038019","-121.506241","1"
"251","2019-03-16T01:58:43.000","Koepp-Parke","grocery_pos","312.3","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","1d0265ffebf3a807ffd21f0c6b3e9e76","41.175752","-109.345501","1"
"252","2019-03-16T02:23:05.000","Fisher-Schowalte","shopping_net","910.76","Daly City","CA","37.6787","-122.478","107941","Buyer, industrial","1991-10-04T00:00:00.000","b2f78395125cefefbcbe76ca1b3e600d","37.307984","-121.509379","1"
"253","2019-03-16T03:45:54.000","Friesen-Stamm","gas_transport","7.82","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","b1b780995b7b597e32e702e5afb9b28d","41.528662","-111.115379","1"
"254","2019-03-16T21:34:29.000","Zboncak, Rowe and Murazik","shopping_net","1050.98","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","49108825583b757207fdefa95b2b69a0","41.487165","-110.332285","1"
"255","2019-03-16T22:16:21.000","Crooks and Sons","personal_care","23.07","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","f5ed056d58e7cafe35201991383d5af7","38.440172","-121.930178","1"
"256","2019-03-16T22:39:12.000","Leffler-Goldne","personal_care","20.68","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","f98a7a094f97a58a5bd941fbcba9dc79","38.950726","-121.514884","1"
"257","2019-03-16T23:07:15.000","Block-Hauck","travel","8.98","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","b8d8fba1855b8527c361947a3f38040e","39.280663","-121.861572","1"
"258","2019-03-16T23:08:32.000","Reichert, Huels and Hoppe","shopping_net","1101.74","Lonetree","WY","41.0552","-110.1603","49","Research scientist (physical sciences)","1981-07-05T00:00:00.000","116563b8b3142e17d3252184162e5c06","41.424991","-109.843923","1"
"259","2019-03-17T01:52:34.000","Kiehn Inc","grocery_pos","381.39","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","6e0022569af2647c3e3092228a9ce875","39.04434","-122.602069","1"
"260","2019-03-17T09:00:11.000","Kiehn-Emmerich","grocery_pos","348.72","Napa","CA","38.4549","-122.2564","94014","Airline pilot","1985-08-21T00:00:00.000","4815b62099bfba7d0aa958d942f24ecd","38.029749","-122.067051","1"
"261","2019-03-22T00:33:53.000","Kiehn Inc","grocery_pos","302.1","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","06582994c3304754e924d3d54e15686d","67.064277","-153.492308","1"
"262","2019-03-22T01:40:07.000","Jenkins, Hauck and Friesen","gas_transport","8.1","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","6ae5e05007044afc26e1ce1bf3ee88b0","66.835174","-154.388882","1"
"263","2019-03-22T01:54:09.000","Kiehn-Emmerich","grocery_pos","282.17","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","3c3bfe66afe26ccab50282f17f15a9b0","67.397018","-154.118108","1"
"264","2019-03-22T18:57:51.000","Jacobi and Sons","shopping_pos","1154.81","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","d5cc7cd97dbb2e0b452785a204432bd5","67.441518","-153.653849","1"
"265","2019-03-22T22:12:18.000","Stanton, Jakubowski and Baumbach","shopping_net","977.1","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","0dc8835b89b73e27719aef4afa4e6e09","66.115234","-154.790455","1"
"266","2019-03-22T22:53:45.000","Altenwerth, Cartwright and Koss","shopping_net","1099.67","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","fffdb21f86ee63bdbd8bcdd68b5cde90","67.510267","-153.069184","1"
"267","2019-03-22T23:04:30.000","Moore, Dibbert and Koepp","misc_net","805.96","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","0c1d09dbc24934a008f3fbb224629f42","66.591565","-153.91991","1"
"268","2019-03-23T01:09:59.000","Greenholt, Jacobi and Gleason","gas_transport","9.94","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","da81318af6e1918b067de24bbd9744d5","66.252098","-154.718147","1"
"269","2019-03-23T03:32:05.000","Huel, Hammes and Witting","grocery_pos","318.37","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","ce643a8cb0610026ae404af66daee1b6","67.188111","-153.78819","1"
"270","2019-03-23T22:11:11.000","Terry-Huel","shopping_net","1136.04","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","bf713cc59b11ebf7acad97e44e18eeb0","66.180186","-154.53907","1"
"271","2019-03-23T22:20:58.000","Cormier LLC","shopping_net","973.84","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","f45cab295e76e954df04e61e33a92643","66.145366","-154.681121","1"
"272","2019-03-23T22:59:29.000","Kerluke PLC","misc_net","739.18","Kaktovik","AK","66.6933","-153.994","239","Careers information officer","1996-04-01T00:00:00.000","a81686406815936b61392fe7e61d9839","66.357215","-153.443491","1"
"273","2019-03-24T01:25:42.000","Erdman-Kertzmann","gas_transport","9.91","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","c0c82b31c6fb648e218db88f1bb005ed","48.622535","-118.904343","1"
"274","2019-03-24T01:47:33.000","Kuvalis Lt","gas_transport","8.78","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","fe3a375d9b6a7b4981d19496cfc0ebb7","47.496065","-119.832317","1"
"275","2019-03-24T01:50:55.000","Lockman Lt","grocery_pos","295.16","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","88c69024936628d84fdeb15eef4c4d61","47.584587","-119.288769","1"
"276","2019-03-24T02:19:47.000","Kunze Inc","grocery_pos","269.76","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","620246744916c8e177b4f2556fb5b297","47.288864","-119.560973","1"
"277","2019-03-24T05:21:15.000","Casper, Hand and Zul","grocery_pos","307.86","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","a5fed034b654568b56f6d4795a4fa57e","48.431451","-118.414755","1"
"278","2019-03-24T12:54:20.000","Bednar Group","misc_net","1054.8","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","872bb2974a90d7d8ea3dd3c3e0ce5fe4","48.884197","-119.304394","1"
"279","2019-03-24T20:32:49.000","Pouros-Conroy","shopping_pos","1194.56","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","01bf7a14675b05386d21facc365ef071","47.387798","-118.757079","1"
"280","2019-03-24T23:21:34.000","Pagac LLC","shopping_pos","1256.43","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","ccf4cf00e542841f3aba024e3762dad3","48.943199","-118.590709","1"
"281","2019-03-24T23:26:39.000","Kris-Weimann","misc_net","708.06","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","11cf59a93dc3403843be0d7da15b50e1","48.399976","-118.784017","1"
"282","2019-03-24T23:42:05.000","Schmitt Lt","misc_net","757.36","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","0e617e4fd31177b23137de39eb4d0687","48.57905","-118.658233","1"
"283","2019-03-24T23:45:03.000","Keeling-Crist","misc_pos","6.33","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","12b15d4c5309ae8cee42d0343fe0eccd","48.157637","-119.394795","1"
"284","2019-03-25T00:51:04.000","Reilly, Heaney and Cole","gas_transport","8.45","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","ac72c2d759fabd3bf6081ae078d62b7d","40.446763","-105.314809","1"
"285","2019-03-25T01:44:04.000","Rowe, Batz and Goodwin","grocery_pos","301.9","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","25ebb37d04acaf025231b508c7a42191","48.775604","-118.631265","1"
"286","2019-03-25T01:48:08.000","Strosin-Cruickshank","grocery_pos","282.54","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","c41fb522ce5ed6bf11d324f86d0ff986","48.552067","-118.828143","1"
"287","2019-03-25T01:57:18.000","Schmitt Inc","gas_transport","10.41","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","f5f77e363d2801dfdbb6a2c8cd733812","39.779283","-94.220913","1"
"288","2019-03-25T03:11:58.000","Kiehn-Emmerich","grocery_pos","315.55","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","5a8a76fb98500095342088997a84a8f6","39.35549","-104.188137","1"
"289","2019-03-25T03:55:08.000","Prohaska-Murray","gas_transport","9.86","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","697410b832d62712dfdf5ec7e613ca2d","40.428908","-104.807331","1"
"290","2019-03-25T03:58:56.000","Harris Inc","gas_transport","7.97","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","c1c86efd4b2d96e1bc707e6e39248598","48.206311","-118.320833","1"
"291","2019-03-25T09:04:04.000","Labadie, Treutel and Bode","shopping_net","955.52","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","a3864c94fa5e77e958acc7675204d51f","38.964884","-94.48916","1"
"292","2019-03-25T15:51:46.000","Bins-Howell","personal_care","21.96","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","aff237f22ab0d1b054e7e042e173f9a2","40.70596","-94.07695","1"
"293","2019-03-25T17:10:29.000","Mohr-Baye","shopping_net","1162.35","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","8c0c28cf14f4e4216deda3220146981c","40.157469","-103.745416","1"
"294","2019-03-25T22:03:27.000","Bahringer Group","health_fitness","18.08","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","e25e8c0466b39a44b9006682d12eea01","40.529993","-104.137096","1"
"295","2019-03-25T22:19:01.000","Heathcote LLC","shopping_net","932.41","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","10867f773da784ca129f9096e4193f3b","39.97618","-105.346222","1"
"296","2019-03-25T22:25:51.000","Fadel-Hilpert","health_fitness","26.13","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","0317ce7c272b6f2b6fc455502142d043","40.322873","-93.662674","1"
"297","2019-03-25T23:00:18.000","Haley, Batz and Aue","health_fitness","18.2","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","9391e8422987d84542b14f83b805a1ff","40.32552","-92.923807","1"
"298","2019-03-25T23:00:24.000","Jacobi Inc","health_fitness","19.57","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","3dd9ccaf337fb02c0ddb43ae6768d01d","40.012439","-94.173045","1"
"299","2019-03-25T23:26:51.000","Kuhic LLC","shopping_net","797.05","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","39ea96dcd7954e1742a02a6e08e83a99","39.335248","-104.862568","1"
"300","2019-03-25T23:28:51.000","Herman Inc","misc_pos","6.39","Coulee Dam","WA","48.0379","-118.9419","1439","Pilot, airline","1999-09-29T00:00:00.000","6048fd205add5d9f5af61208a5e7d948","48.640454","-118.771347","1"
"301","2019-03-25T23:42:42.000","Koss, Hansen and Lueilwitz","home","231.12","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","493892f8de5293b5a716793795ea9239","39.816994","-93.070212","1"
"302","2019-03-25T23:46:27.000","Altenwerth-Kilback","home","270.28","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","588f636a2f99207d4d6c94626444e45e","39.512595","-94.348475","1"
"303","2019-03-25T23:47:37.000","Ratke and Sons","health_fitness","19.82","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","3221a5348bd8db4183f0b25356e35099","39.918832","-94.414317","1"
"304","2019-03-26T00:09:31.000","Durgan-Aue","misc_net","758.05","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","89a9f1a88bfdc1c9cf2663a189a802fc","39.150604","-93.533641","1"
"305","2019-03-26T00:38:04.000","Deckow-O'Conne","grocery_pos","316.84","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","428f32e68e4c3814ed65191e74e20045","40.253749","-105.421264","1"
"306","2019-03-26T01:43:16.000","Miller-Hauck","grocery_pos","315.96","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","b21e48eab15be0935d75a065ae1c8470","39.723035","-105.285917","1"
"307","2019-03-26T02:19:24.000","Heller-Langosh","gas_transport","8.12","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","40dc8cdc38d90691f6b85e3e570c3018","39.4273","-93.330428","1"
"308","2019-03-26T03:50:50.000","Parisian and Sons","gas_transport","9.21","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","74262074f6434759a04c1552384f7489","39.34278","-105.141471","1"
"309","2019-03-26T03:55:21.000","Murray-Smitham","grocery_pos","289.41","Aurora","CO","39.7656","-104.7069","389246","Industrial/product designer","1938-08-07T00:00:00.000","b8c7e0dec30360487be1ff699127f104","40.373788","-104.313727","1"
"310","2019-03-26T23:26:52.000","Beier and Sons","home","236.87","Utica","MO","39.7417","-93.6289","271","Land/geomatics surveyor","1972-04-18T00:00:00.000","3d3d4e2004064f353748fc02a214ca90","38.830508","-93.935056","1"
"311","2019-03-27T02:10:38.000","Rutherford-Mertz","grocery_pos","336.08","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","2529b1000980b2a31800f674ae85f277","39.540778","-98.121694","1"
"312","2019-03-27T22:00:55.000","Kovacek, Dibbert and Ondrick","grocery_pos","335.02","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","a25ae6689417dd127df9917f037822e4","40.051279","-99.18663","1"
"313","2019-03-27T23:12:03.000","Predovic Inc","shopping_net","1011.94","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","6a7999d3d6b61fcbd52133714cdb1afe","40.896805","-97.782589","1"
"314","2019-03-27T23:43:04.000","Kilback, Nitzsche and Leffle","travel","7.55","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","5745bb649d46ac4905a52accd7a26242","39.675498","-98.232851","1"
"315","2019-03-28T22:02:30.000","Gottlieb, Considine and Schultz","shopping_net","1045.91","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","097eb6a1a35c56d95361b32a223473e0","40.32476","-97.717831","1"
"316","2019-03-28T22:35:57.000","Cruickshank-Mills","entertainment","621.8","Roseland","NE","40.4591","-98.5551","463","Nurse, mental health","1948-05-31T00:00:00.000","897b81bd8dc81b0f303a548d8ae8f93c","39.964514","-98.007375","1"
"317","2019-04-01T00:53:54.000","Ernser-Lynch","food_dining","98.7","Newhall","CA","34.3795","-118.523","34882","Health physicist","1971-04-25T00:00:00.000","bada495d847ca4b0527ff6fcd8f3a10d","34.956507","-118.702334","1"
"318","2019-04-01T03:29:14.000","Konopelski, Schneider and Hartmann","food_dining","128.49","Newhall","CA","34.3795","-118.523","34882","Health physicist","1971-04-25T00:00:00.000","2331182a453d75300728eeb0f447a52c","35.174848","-118.781514","1"
"319","2019-04-02T01:10:44.000","Rempel Inc","shopping_net","1038.29","Newhall","CA","34.3795","-118.523","34882","Health physicist","1971-04-25T00:00:00.000","62c99b13837e643c164b6f8c14c6166b","35.160525","-117.540395","1"
"320","2019-04-09T22:52:13.000","Kerluke PLC","misc_net","910.76","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","ad4e5839daa85153ba7e8d2c859ecf59","41.45075","-124.560402","1"
"321","2019-04-09T23:29:51.000","Brown PLC","misc_net","697.52","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","14fcb8822f2b0f29636d5a37781fbefc","40.566166","-123.975972","1"
"322","2019-04-09T23:41:29.000","Torp-Lemke","misc_pos","49.83","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","5e74b70fce9a74ce398c6b25f71ce31c","40.901787","-124.88738","1"
"323","2019-04-10T00:58:21.000","Streich, Hansen and Veum","gas_transport","23.02","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","62d39c32d0412b5dad00574ecc7f62c1","40.250836","-125.183176","1"
"324","2019-04-10T02:00:33.000","Swift, Bradtke and Marquardt","grocery_net","12","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","221bae0e79faf8e202ed07ec82a54cb5","41.531019","-123.891251","1"
"325","2019-04-10T02:06:37.000","Goldner, Kovacek and Abbott","grocery_pos","349.7","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","66bd0a777dc0bf8b459b8173950cb6e6","39.998621","-124.646892","1"
"326","2019-04-10T02:42:09.000","Strosin-Cruickshank","grocery_pos","326.64","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","96c9c2d3c51537e172ecb554243b0ba2","40.554803","-124.048395","1"
"327","2019-04-10T12:01:28.000","Bashirian Group","shopping_net","974.95","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","e3be9d74279c2c1d930c5d95491666dd","40.154377","-124.538708","1"
"328","2019-04-10T22:08:20.000","McDermott-Weimann","grocery_pos","337.68","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","12a66a23eaba2a7a4ef84341f892600b","41.603454","-124.872206","1"
"329","2019-04-10T23:38:23.000","Bogisich-Homenick","misc_net","847.19","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","a6355e1f4bb2588588f4ed8f22906bff","40.315134","-123.581372","1"
"330","2019-04-10T23:47:03.000","Kilback LLC","grocery_pos","340.41","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","75ff9059f57e5f138b66c18a364f452b","39.754545","-123.495913","1"
"331","2019-04-10T23:47:29.000","Stoltenberg-Beatty","shopping_pos","873.75","Fields Landing","CA","40.7268","-124.2174","276","Scientist, audiological","1929-05-06T00:00:00.000","7949a4e2461f7ad6c3db4ab64edbbf6a","41.58343","-124.129603","1"
"332","2019-04-16T22:26:19.000","Koelpin and Sons","misc_net","734.75","June Lake","CA","37.7773","-119.0825","633","Health service manager","1927-09-09T00:00:00.000","5a9e6db3657ef4aa7b6361e65f5d516b","38.64621","-118.323755","1"
"333","2019-04-16T22:52:44.000","Bashirian Group","shopping_net","888.44","June Lake","CA","37.7773","-119.0825","633","Health service manager","1927-09-09T00:00:00.000","6efd446bd4967e2f5854549fa33b2a7f","37.392469","-119.493782","1"
"334","2019-04-16T23:35:13.000","Moore, Dibbert and Koepp","misc_net","613.99","June Lake","CA","37.7773","-119.0825","633","Health service manager","1927-09-09T00:00:00.000","9642f925dc235a198ad93bacb4855425","37.831978","-118.35841","1"
"335","2019-04-17T16:37:09.000","Lockman Lt","grocery_pos","346.58","June Lake","CA","37.7773","-119.0825","633","Health service manager","1927-09-09T00:00:00.000","bc9691d97b7b22e0fb39b522f1914dfc","37.864965","-119.937024","1"
"336","2019-04-17T22:30:33.000","Huel, Hammes and Witting","grocery_pos","350.64","June Lake","CA","37.7773","-119.0825","633","Health service manager","1927-09-09T00:00:00.000","65e6f7efe521ef9cd08917c0e2ef50d0","37.694311","-119.874281","1"
